# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
01/11/2018 00:00:00,Class A,265527020,91.000000,181.000000,Unknown value,,,,,9034755,SCEO,STJERNEBORG,Passenger,,10,30,GPS,3.0,LKRONA_VEN,,AIS,4,26,6,4
01/11/2018 00:00:00,Class A,211801150,55.283568,5.647803,Under way using engine,0.0,3.1,138.2,145,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,266205000,57.716073,10.583873,Under way using engine,0.0,0.0,291.3,305,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,265041000,56.032620,12.617383,Under way using engine,0.0,0.0,259.0,78,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219000615,55.468622,8.333625,Restricted maneuverability,0.0,9.0,231.8,229,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219613000,55.068333,7.805150,Under way using engine,0.0,5.7,265.9,268,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219005302,54.952605,12.467278,Unknown value,0.0,0.0,9.2,18,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,265509950,57.599478,11.793820,Under way using engine,0.0,0.0,350.3,96,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219001061,55.716882,12.593568,Under way using engine,0.0,0.0,237.9,22,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,220338000,55.449553,10.664232,Under way using engine,0.0,0.0,292.5,343,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class B,219004344,57.592552,9.961923,Unknown value,,0.0,188.1,188,Unknown,,HG 102 SIGRID,Fishing,,4,10,GPS,,,,AIS,2,8,2,2
01/11/2018 00:00:00,AtoN,992111960,55.122783,7.233617,Unknown value,,,,,Unknown,,DT PLATFORM,Undefined,,44,59,Surveyed,,,,AIS,33,26,18,26
01/11/2018 00:00:00,Class A,999999000,91.000000,181.000000,Unknown value,,,,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,212702000,54.930645,13.375187,Under way using engine,0.0,8.5,251.9,254,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,220046000,57.334350,11.406400,Engaged in fishing,,2.4,84.5,86,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class B,219944000,57.120995,8.601038,Unknown value,,0.0,235.3,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,375219000,56.386000,11.565833,Under way using engine,0.0,9.8,114.0,119,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,211222720,54.315768,10.134952,Under way using engine,0.0,0.0,243.0,17,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,211188000,54.591667,11.298483,Under way using engine,0.0,13.2,180.3,177,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,211543450,54.431285,12.690110,Under way using engine,,0.0,54.7,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219024411,54.182300,15.551700,Unknown value,0.0,0.0,10.8,189,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class B,219005997,54.911242,9.610508,Unknown value,,0.0,149.1,149,Unknown,,EMILY,Fishing,,4,10,GPS,,,,AIS,8,2,2,2
01/11/2018 00:00:00,Class A,565036000,56.785410,7.640077,Under way using engine,-3.6,11.6,33.8,35,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Base Station,2190071,57.110037,8.648282,Unknown value,,,,,Unknown,,,Undefined,,,,GPS,,,,AIS,,,,
01/11/2018 00:00:00,Class A,235081865,57.170645,8.595478,Unknown value,,6.7,58.4,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,265511420,57.681855,11.871923,Under way using engine,-5.4,0.0,345.0,68,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219945000,57.795567,11.338867,Under way using engine,0.0,16.5,331.2,330,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219005999,55.821302,10.052855,Under way using engine,0.0,0.0,239.6,61,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,305024000,55.287400,5.330297,Under way using engine,0.0,13.0,6.4,4,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,AtoN,992111923,54.949617,13.083867,Unknown value,,,,,Unknown,,BALTIC2 WINDFARM SW,Undefined,,12,8,Surveyed,,,,AIS,4,4,4,8
01/11/2018 00:00:00,Class B,219023293,55.761267,12.603978,Unknown value,,0.0,161.5,161,Unknown,,KYSTSIKRING 2,Other,Category Y,12,20,GPS,,,,AIS,17,3,5,7
01/11/2018 00:00:00,Class A,218176000,55.468515,10.882415,Under way using engine,0.0,8.2,138.8,139,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,265610950,55.613708,12.997310,Under way using engine,0.0,0.1,352.5,330,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Base Station,2190068,56.447253,10.945873,Unknown value,,,,,Unknown,,,Undefined,,,,GPS,,,,AIS,,,,
01/11/2018 00:00:00,Class A,261027170,56.504670,11.585415,Unknown value,,4.5,147.0,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219000961,55.560198,9.753777,Under way using engine,0.0,0.0,65.1,347,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219000554,56.458415,10.041877,Moored,0.0,0.0,182.7,331,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,AtoN,992111840,54.612903,12.629997,Unknown value,,,,,Unknown,,WIND FARM BALTIC1NW,Undefined,,60,60,GPS,,,,AIS,30,30,30,30
01/11/2018 00:00:00,Base Station,2614800,53.981433,14.580327,Unknown value,,,,,Unknown,,,Undefined,,,,GPS,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219005095,56.551400,8.302887,Unknown value,0.0,0.0,135.4,355,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,351126000,57.624850,11.370667,Under way using engine,0.0,2.0,293.0,278,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219023313,58.156795,9.964168,Engaged in fishing,0.0,2.0,53.8,49,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,246546000,57.820605,9.630150,Under way using engine,0.0,12.3,273.8,272,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,209183000,54.776873,13.607232,Under way using engine,0.0,14.5,334.0,336,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219001819,55.610978,12.501857,Under way using engine,,0.3,134.0,104,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219000618,56.703072,8.222592,Under way using engine,0.0,0.0,242.2,85,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class B,219015318,57.592797,9.960655,Unknown value,,0.0,154.1,154,Unknown,,FN 22 ILSE III,Fishing,,4,9,GPS,,,,AIS,2,7,1,3
01/11/2018 00:00:00,Class A,538006809,57.840740,9.839452,Under way using engine,0.0,13.9,89.4,90,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219159000,91.000000,181.000000,Unknown value,,,,,9192076,OYVA2,FENJA,Tug,,11,33,GPS,5.1,DKFRC,29/10/2019 01:00:00,AIS,11,22,6,5
01/11/2018 00:00:00,Class A,255805557,54.461128,10.268058,Under way using engine,-2.2,14.8,38.0,34,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219005929,57.121568,8.599285,Engaged in fishing,,0.0,185.3,146,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,209223000,54.536887,11.318660,Under way using engine,0.0,10.4,114.7,116,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,220498000,55.462432,15.010095,Under way using engine,0.0,7.7,269.7,268,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219017105,54.997963,11.883748,Under way using engine,0.0,0.0,0.0,120,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,259222000,56.607425,11.705962,Under way using engine,0.0,20.2,210.5,210,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219000575,55.712537,12.588502,Under way using engine,,0.0,227.7,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,311076200,57.131058,11.622150,Under way using engine,0.0,5.7,157.3,156,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,257898500,57.617745,7.797873,Engaged in fishing,0.0,1.7,86.0,105,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219001859,54.908737,10.925063,Under way using engine,0.0,8.9,213.0,211,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class B,219005803,57.592768,9.962152,Unknown value,,0.0,334.6,334,Unknown,,FN 25 THEODORA,Fishing,,3,8,GPS,,,,AIS,6,2,2,1
01/11/2018 00:00:00,Class A,255805908,91.000000,181.000000,Unknown value,,,,,9736377,CQIA8,AUTO ENERGY,Cargo,,32,181,GPS,8.3,FIHKO,02/11/2018 15:30:00,AIS,31,150,15,17
01/11/2018 00:00:00,Class A,220273000,56.430872,11.114522,Under way using engine,,16.4,239.4,238,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,356791000,56.505652,6.786638,Under way using engine,0.0,11.1,207.8,209,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,265724260,57.414545,10.603002,Under way using engine,0.0,9.1,214.8,213,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
